Pixel,Wavelength,Processed,Raw,Dark,Reference
760,594.34,932.33,1792,850,
761,594.68,944.67,1782,859,
762,595.01,962.67,1828,859,
763,595.34,978.33,1850,854,
764,595.67,991.33,1833,863,
765,596,985,1869,861,
766,596.33,1001,1831,854,
767,596.66,998.33,1868,850,
768,596.99,1020.67,1858,858,
769,597.32,1030.67,1896,852,
770,597.65,1050.33,1902,854,
771,597.98,1061.67,1907,848,
772,598.31,1062.33,1953,875,
773,598.65,1066,1919,869,
774,598.98,1076.33,1926,856,
775,599.31,1100,1972,863,
776,599.64,1115,1980,859,
777,599.97,1116,1980,865,
778,600.3,1118.67,1981,869,
779,600.63,1128,1983,854,
780,600.96,1138.33,1999,856,
781,601.29,1163.67,2004,861,
782,601.62,1171.33,2059,854,
783,601.95,1185.67,2018,852,
784,602.28,1184.67,2042,856,
785,602.61,1186.67,2067,865,
786,602.94,1191.67,2035,863,
787,603.27,1184.67,2059,858,
788,603.6,1196,2033,852,
789,603.94,1195.67,2069,863,
790,604.27,1198,2069,869,
791,604.6,1191,2040,852,
792,604.93,1200,2031,846,
793,605.26,1207.67,2092,865,
794,605.59,1222.67,2063,852,
795,605.92,1222,2101,871,
796,606.25,1233.33,2090,865,
797,606.58,1239.33,2097,852,
798,606.91,1241.67,2111,863,
799,607.24,1244.33,2097,865,
800,607.57,1239.33,2116,863,
801,607.9,1251.33,2092,859,
802,608.23,1244.33,2120,852,
803,608.56,1256.33,2101,869,
804,608.89,1252,2128,859,
805,609.22,1265.33,2103,848,
806,609.55,1273.67,2122,850,
807,609.88,1267.33,2150,856,
808,610.21,1266.67,2088,852,
809,610.54,1263,2131,861,
810,610.87,1270.67,2135,852,
811,611.2,1283.33,2120,861,
812,611.53,1281,2175,867,
813,611.86,1274.67,2143,867,
814,612.19,1281,2092,852,
815,612.52,1270,2173,846,
816,612.86,1298.33,2099,856,
817,613.19,1285,2202,877,
818,613.52,1312.33,2145,858,
819,613.85,1294,2188,863,
820,614.18,1301,2111,841,
821,614.51,1310.67,2173,865,
822,614.84,1317,2198,844,
823,615.17,1306.33,2164,875,
824,615.5,1279.67,2143,867,
825,615.83,1289,2135,861,
826,616.16,1312.67,2192,875,
827,616.49,1328.33,2188,841,
828,616.82,1320.33,2171,850,
829,617.15,1316,2168,875,
830,617.48,1327,2205,871,
831,617.81,1340,2204,850,
832,618.14,1336,2190,858,
833,618.47,1316.67,2183,861,
834,618.8,1327,2169,873,
835,619.13,1321.67,2221,858,
836,619.46,1337.67,2147,841,
837,619.79,1328,2209,865,
838,620.12,1341,2207,873,
839,620.45,1348.67,2204,859,
840,620.78,1355,2234,867,
841,621.11,1349,2209,856,
842,621.44,1347.67,2185,858,
843,621.76,1342.67,2236,873,
844,622.09,1346.33,2209,871,
845,622.42,1373.67,2196,858,
846,622.75,1372.67,2299,854,
847,623.08,1376.67,2196,861,
848,623.41,1354.67,2211,861,
849,623.74,1360.33,2223,844,
850,624.07,1365.33,2223,871,
851,624.4,1360,2232,867,
852,624.73,1375,2240,877,
853,625.06,1385.67,2253,856,
854,625.39,1398.33,2253,856,
855,625.72,1382.33,2255,854,
856,626.05,1381.33,2205,856,
857,626.38,1380.67,2255,861,
858,626.71,1394.33,2247,848,
859,627.04,1395.67,2257,867,
860,627.37,1409,2257,859,
861,627.7,1407.67,2295,856,
862,628.03,1422,2255,869,
863,628.36,1396.67,2306,865,
864,628.69,1408.67,2230,867,
865,629.02,1396.67,2293,871,
866,629.35,1417.67,2266,861,
867,629.68,1415.67,2274,848,
868,630.01,1412.33,2274,858,
869,630.34,1418.67,2268,873,
870,630.66,1419.33,2304,859,
871,630.99,1425,2281,863,
872,631.32,1418.67,2285,873,
873,631.65,1424,2287,861,
874,631.98,1432,2293,859,
875,632.31,1445.33,2299,863,
876,632.64,1450.33,2329,863,
877,632.97,1455.33,2297,848,
878,633.3,1454,2316,865,
879,633.63,1452.67,2329,867,
880,633.96,1466.33,2291,846,
881,634.29,1473.33,2344,852,
882,634.62,1475.67,2344,861,
883,634.95,1466.33,2319,867,
884,635.27,1458,2310,846,
885,635.6,1471.33,2323,865,
886,635.93,1478.67,2350,858,
887,636.26,1480,2357,871,
888,636.59,1477,2327,865,
889,636.92,1483.33,2348,865,
890,637.25,1476.33,2380,875,
891,637.58,1469.33,2310,869,
892,637.91,1467.33,2350,888,
893,638.24,1489.33,2357,858,
894,638.57,1483.67,2346,839,
895,638.89,1484,2308,863,
896,639.22,1485.33,2363,863,
897,639.55,1511.33,2361,850,
898,639.88,1506,2367,844,
899,640.21,1517.33,2338,854,
900,640.54,1508.33,2399,854,
901,640.87,1525.67,2348,852,
902,641.2,1516.33,2397,861,
903,641.53,1521.33,2376,859,
904,641.86,1500.33,2378,867,
905,642.18,1498.33,2340,867,
906,642.51,1498.33,2386,875,
907,642.84,1523.67,2363,852,
908,643.17,1525.67,2395,846,
909,643.5,1535.33,2382,865,
910,643.83,1529.67,2405,865,
911,644.16,1549.67,2373,841,
912,644.49,1551,2433,856,
913,644.81,1559.33,2405,861,
914,645.14,1550,2411,854,
915,645.47,1543,2397,848,
916,645.8,1547.33,2401,878,
917,646.13,1535.33,2433,863,
918,646.46,1539.67,2380,867,
919,646.79,1529.67,2386,850,
920,647.12,1538,2399,859,
921,647.44,1533,2418,880,
922,647.77,1530.33,2380,859,
923,648.1,1534.67,2397,865,
924,648.43,1538.33,2431,880,
925,648.76,1543,2395,863,
926,649.09,1543.67,2411,865,
927,649.42,1542.33,2441,888,
928,649.74,1542.67,2393,865,
929,650.07,1551.67,2414,867,
930,650.4,1565.33,2445,865,
931,650.73,1561.67,2430,861,
932,651.06,1552.67,2390,854,
933,651.39,1561,2407,854,
934,651.71,1568,2448,854,
935,652.04,1575.67,2426,869,
936,652.37,1570,2437,861,
937,652.7,1581.33,2448,871,
938,653.03,1593.67,2445,854,
